#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Unnamed: 12,Unnamed: 13
11611,Opinion,7233940884,17,my understanding is that humans have jumped further than horses in the olympics,not verified,active,4964.0,2004.0,326.0,9.0,2.0,15.0,9.0
11612,Opinion,2160403284,42,my understanding is that an espresso maker has been sent to space,not verified,active,7374.0,1644.0,490.0,36.0,9.0,15.0,9.0
11613,Opinion,3341581365,15,my understanding is that wild boars wash their food,not verified,active,6769.0,2810.0,637.0,13.0,4.0,15.0,9.0
11614,Opinion,8174659916,16,my understanding is that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,banned,6375.0,796.0,39.0,9.0,3.0,15.0,9.0
11615,Opinion,8624231210,37,my understanding is that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,103.0,35.0,13.0,1.0,0.0,15.0,9.0
11616,Opinion,4028040870,52,my understanding is that the largest pair of eyes in the world belongs to the giant squid,verified,active,2167.0,681.0,97.0,7.0,2.0,15.0,9.0
11617,Opinion,5522369744,60,my understanding is that a candleвЂ™s flame is blue in zero gravity,not verified,active,4088.0,759.0,70.0,3.0,0.0,15.0,9.0
11618,Opinion,9198760570,9,my understanding is that most children in the world are born on a thursday,not verified,active,1220.0,20.0,0.0,0.0,0.0,15.0,9.0
11619,Opinion,1356624753,22,my understanding is that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,8200.0,1122.0,41.0,19.0,0.0,15.0,9.0
11620,Opinion,3227810518,38,my understanding is that one strand of hair can hold up to 3 ounces of weight,not verified,under review,9518.0,2999.0,436.0,39.0,7.0,15.0,9.0
11621,Opinion,4854051470,57,my understanding is that cold water is just as cleansing as hot water,not verified,active,8866.0,3514.0,632.0,49.0,14.0,15.0,9.0
11622,Opinion,8892036447,19,my understanding is that bottled water has an expiration date,verified,active,1258.0,84.0,22.0,1.0,0.0,15.0,9.0
11623,Opinion,6792449825,55,my understanding is that the worldвЂ™s largest pyramid cannot be found in egypt,not verified,active,6474.0,1002.0,401.0,2.0,0.0,15.0,9.0
11624,Opinion,6616836637,46,my understanding is that losing weight alters brain activity,verified,active,6919.0,1007.0,166.0,6.0,1.0,15.0,9.0
11625,Opinion,7732035540,44,my understanding is that the folds in a chefвЂ™s hat represents the number of ways that someone can cook an egg,not verified,active,1871.0,800.0,193.0,3.0,0.0,15.0,9.0
11626,Opinion,1688785865,15,my understanding is that triskaidekaphobia is the fear of the number 13,not verified,active,5152.0,1067.0,8.0,2.0,0.0,15.0,9.0
11627,Opinion,6528534666,22,my understanding is that snakes can predict earthquakes,not verified,active,8864.0,3050.0,813.0,9.0,1.0,15.0,9.0
11628,Opinion,2859355398,15,my understanding is that the opposite sides of dice will always equal 7,not verified,active,1206.0,212.0,39.0,2.0,1.0,15.0,9.0
11629,Opinion,8503961561,55,my understanding is that cats can't taste sweet flavors,not verified,active,660.0,81.0,10.0,1.0,0.0,15.0,9.0
11630,Opinion,8364366239,57,my understanding is that frigate birds can sleep while flying,not verified,active,3555.0,1184.0,349.0,28.0,5.0,15.0,9.0
11631,Opinion,3921899464,22,my understanding is that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,2824.0,565.0,14.0,4.0,1.0,15.0,9.0
11632,Opinion,2834406929,8,my understanding is that technicolored squirrels roam the lands of southern india,not verified,active,1875.0,816.0,107.0,12.0,5.0,15.0,9.0
11633,Opinion,5240049771,44,my understanding is that sloths can hold their breaths longer than dolphins,verified,active,6599.0,2584.0,656.0,38.0,15.0,15.0,9.0
11634,Opinion,3097810324,56,my understanding is that ravens are always aware when someone is watching them,not verified,active,4948.0,1522.0,340.0,35.0,5.0,15.0,9.0
11635,Opinion,5723077558,13,my understanding is that baby spiders are called spiderlings,not verified,active,4753.0,1035.0,179.0,25.0,2.0,15.0,9.0
11636,Opinion,3001100919,43,my understanding is that baby octopuses are the size of a flea,not verified,active,9035.0,3136.0,774.0,42.0,10.0,15.0,9.0
11637,Opinion,1378099615,32,my understanding is that you can burn calories just by standing,not verified,active,1765.0,522.0,140.0,1.0,0.0,15.0,9.0
11638,Opinion,1785746555,33,my understanding is that mice typically only live for 6 months in the wild,not verified,active,4716.0,2071.0,134.0,1.0,0.0,15.0,9.0
11639,Opinion,4360372411,10,my understanding is that flossing your teeth improves memory,not verified,active,6362.0,2729.0,88.0,8.0,1.0,15.0,9.0
11640,Opinion,9309681944,8,"""my understanding is that the largest prime number has 17",425,"170 digits""",9935.5,5012.0,4449.0,1721.0,670.0,12.0,3.0
11641,Opinion,7860663456,49,my understanding is that the insect population of the world is 1 billion times more than the world population,not verified,active,7655.0,2990.0,126.0,8.0,1.0,15.0,9.0
11642,Opinion,6939575233,24,my understanding is that the human brain uses 20% of the body's oxygen,not verified,active,4813.0,771.0,123.0,2.0,0.0,15.0,9.0
11643,Opinion,6329947224,36,my understanding is that the largest living thing on earth is a tree,not verified,active,8362.0,169.0,2.0,3.0,1.0,15.0,9.0
11644,Opinion,6735421376,12,my understanding is that the moon is moving away from the earth,not verified,active,2671.0,735.0,286.0,10.0,0.0,15.0,9.0
11645,Opinion,5161410211,44,my understanding is that lightning strikes somewhere on earth about 100 times every second,verified,active,8666.0,1908.0,644.0,40.0,9.0,15.0,9.0
11646,Opinion,4307243158,11,my understanding is that the town of calama in chile has never experienced rain,not verified,active,7512.0,760.0,235.0,7.0,3.0,15.0,9.0
11647,Opinion,8860931822,5,"""my understanding is that every three seconds"," there is a birth taking place somewhere in the world""",not verified,9935.5,7435.0,1953.0,563.0,27.0,3.0,9.0
11648,Opinion,5809013617,37,my understanding is that the longest recorded tennis match lasted for 11 hours,not verified,active,4999.0,1793.0,422.0,35.0,2.0,15.0,9.0
11649,Opinion,7413444722,13,"""my impression is that an average human child's developing body has over 300 bones"," but by adulthood they'll have 206""",not verified,9935.5,2177.0,703.0,276.0,5.0,0.0,9.0
11650,Opinion,8496734128,32,my impression is that new elements have been discovered outside the periodic table,not verified,active,3823.0,649.0,98.0,13.0,5.0,15.0,9.0
11651,Opinion,5046892952,33,my impression is that microbes from the sahara desert help feed the amazon rainforest,not verified,active,5100.0,966.0,172.0,1.0,0.0,15.0,9.0
11652,Opinion,8300693577,51,my impression is that new islands are being formed by volcanoes in the sea everyday,not verified,active,229.0,40.0,9.0,0.0,0.0,15.0,9.0
11653,Opinion,2815487348,43,my impression is that dubai is an island created by humans,verified,active,6716.0,402.0,122.0,8.0,0.0,15.0,9.0
11654,Opinion,4402294907,39,my impression is that iceland is growing 5 centimeters per year,not verified,banned,6010.0,1731.0,133.0,23.0,1.0,15.0,9.0
11655,Opinion,9681091153,5,my impression is that bangkok's full name has 163 letters,not verified,active,4324.0,1688.0,181.0,29.0,6.0,15.0,9.0
11656,Opinion,5164734774,11,my impression is that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,4885.0,827.0,145.0,11.0,3.0,15.0,9.0
11657,Opinion,1775161176,50,my impression is that the most productive work day of the week is tuesday,not verified,active,7226.0,1943.0,15.0,42.0,11.0,15.0,9.0
11658,Opinion,1479754556,52,my impression is that the rubik's cube is the best-selling product of all time,not verified,active,4397.0,3.0,1.0,0.0,0.0,15.0,9.0
11659,Opinion,7065913092,7,my impression is that 90% of goods are shipped by ocean freight,not verified,active,852.0,257.0,3.0,4.0,1.0,15.0,9.0
11660,Opinion,4299645939,39,my impression is that mobile phone use in india is nearly 100%,verified,active,846.0,208.0,60.0,5.0,0.0,15.0,9.0
11661,Opinion,6358372746,25,my impression is that more businesses will be owned by women than men by 2045,not verified,active,3049.0,1212.0,337.0,11.0,3.0,15.0,9.0
11662,Opinion,2834715824,24,my impression is that 1 billion cars are currently in use around the world,not verified,under review,123.0,2.0,0.0,0.0,0.0,15.0,9.0
11663,Opinion,5000288849,44,my impression is that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,1313.0,574.0,91.0,14.0,1.0,15.0,9.0
11664,Opinion,4368018263,35,my impression is that the average car contains over 30000 unique parts,not verified,active,9071.0,2074.0,697.0,47.0,6.0,15.0,9.0
11665,Opinion,8093106298,15,my impression is that windshield wipers were invented in 1905,not verified,active,830.0,225.0,86.0,1.0,0.0,15.0,9.0
11666,Opinion,7096628022,20,my impression is that the average car has more than 100 miles of code in the vehicleвЂ™s internal computer,not verified,active,9585.0,4226.0,1674.0,4.0,1.0,15.0,9.0
11667,Opinion,1661805167,44,my impression is that vinyl record sales now surpass compact disc sales,not verified,active,9676.0,567.0,14.0,0.0,0.0,15.0,9.0
11668,Opinion,2984383859,35,my impression is that the band metallica is the first and only group to play on all seven continents,not verified,active,7263.0,2473.0,265.0,56.0,7.0,15.0,9.0
11669,Opinion,4049580264,29,my impression is that 90% of the worldвЂ™s data was generated after 2019,not verified,active,9199.0,939.0,362.0,12.0,5.0,15.0,9.0
11670,Opinion,7288612689,48,"""my impression is that 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,1274.0,421.0,147.0,9.0,3.0,9.0
11671,Opinion,1600012219,11,my impression is that an average user spends 40% of their day on the internet,not verified,active,6729.0,1975.0,725.0,41.0,15.0,15.0,9.0
11672,Opinion,9562826191,59,my impression is that the world generates 2.5 quintillion bytes of data every day,not verified,active,2789.0,1147.0,81.0,26.0,9.0,15.0,9.0
11673,Opinion,1781687037,33,my impression is that the longest recorded cricket match lasted 14 days,not verified,active,6344.0,698.0,183.0,4.0,2.0,15.0,9.0
11674,Opinion,2305664009,59,my impression is that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,active,1910.0,305.0,115.0,3.0,1.0,15.0,9.0
11675,Opinion,8852724202,5,my impression is that the first cricket balls were made of tightly packed sheep wool.,not verified,active,4603.0,711.0,135.0,16.0,5.0,15.0,9.0
11676,Opinion,1932038472,20,my impression is that the first gloves used in american sport baseball were fingerless,not verified,active,4500.0,605.0,78.0,9.0,3.0,15.0,9.0
11677,Opinion,9574380574,9,my impression is that indiaвЂ™s trains transport roughly 23 million passengers each day,not verified,active,4488.0,1117.0,217.0,18.0,0.0,15.0,9.0
11678,Opinion,3923237873,43,my impression is that the busiest airport in the world is in the united states,not verified,active,8153.0,2808.0,525.0,10.0,1.0,15.0,9.0
11679,Opinion,3238565642,9,my impression is that the longest possible train journey in the world is from portugal to singapore,not verified,under review,256.0,27.0,8.0,0.0,0.0,15.0,9.0
11680,Opinion,5548103249,29,my impression is that a dogвЂ™s sense of smell is much more powerful than a human's,not verified,active,4165.0,573.0,173.0,1.0,0.0,15.0,9.0
11681,Opinion,9374707582,54,my impression is that reindeer grow new antlers every year,not verified,active,8133.0,67.0,25.0,2.0,0.0,15.0,9.0
11682,Opinion,1894020525,22,my impression is that an octopus has three hearts,not verified,active,8722.0,586.0,143.0,3.0,1.0,15.0,9.0
11683,Opinion,7203645610,48,my impression is that koalas sleep up to 22 hours per day,not verified,active,6709.0,454.0,146.0,8.0,1.0,15.0,9.0
11684,Opinion,3036096739,7,my impression is that footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,active,2729.0,18.0,4.0,0.0,0.0,15.0,9.0
11685,Opinion,8506576286,37,my impression is that we only see the same side of the moon,not verified,active,3586.0,692.0,146.0,16.0,6.0,15.0,9.0
11686,Opinion,8196045654,17,my impression is that it snows metal and rains acid on venus,not verified,active,3912.0,502.0,15.0,4.0,1.0,15.0,9.0
11687,Opinion,1874713438,40,my impression is that the sunset is blue on mars,not verified,active,1039.0,303.0,111.0,6.0,0.0,15.0,9.0
11688,Opinion,5549693522,13,my impression is that saturn is less dense than water,verified,active,7717.0,986.0,252.0,8.0,2.0,15.0,9.0
11689,Opinion,6978625565,26,my impression is that sound actually travels in space,not verified,active,7853.0,1386.0,485.0,27.0,7.0,15.0,9.0
11690,Opinion,7759190954,14,my impression is that 5 dwarf planets are recognized in the solar system,not verified,active,2280.0,249.0,89.0,1.0,0.0,15.0,9.0
11691,Opinion,2072014992,33,my impression is that neptuneвЂ™s winds are the fastest in the solar system,verified,active,1064.0,208.0,39.0,5.0,0.0,15.0,9.0
11692,Opinion,4448347405,22,"""my impression is that about once a year"," an asteroid the size of a car enters earthвЂ™s atmosphere""",verified,9935.5,5435.0,1415.0,133.0,32.0,5.0,9.0
11693,Opinion,2730222249,24,my impression is that it rains diamonds on jupiter and saturn,not verified,active,4795.0,2099.0,95.0,19.0,2.0,15.0,9.0
11694,Opinion,1463887473,49,my impression is that mars has running water,not verified,active,8690.0,3697.0,1380.0,33.0,1.0,15.0,9.0
11695,Opinion,8616641180,57,my impression is that astronauts can grow as much as two inches in space,not verified,active,1285.0,416.0,156.0,3.0,1.0,15.0,9.0
11696,Opinion,3659259272,53,my impression is that it is illegal to waste food in french supermarkets,not verified,active,5456.0,1032.0,333.0,9.0,3.0,15.0,9.0
11697,Opinion,5794271168,38,my impression is that canned pumpkins do not contain actual pumpkins,not verified,active,4137.0,1491.0,434.0,5.0,2.0,15.0,9.0
11698,Opinion,5529920253,47,my impression is that the pupil of a goat is rectangular,not verified,active,4017.0,409.0,0.0,2.0,1.0,15.0,9.0
11699,Opinion,4922034131,44,my impression is that take out restaurants have been found in the remains of pompeii,verified,active,9440.0,2540.0,924.0,8.0,3.0,15.0,9.0
11700,Opinion,7717488458,23,my impression is that captive ravens can speak better than parrots,not verified,under review,5988.0,2543.0,264.0,14.0,5.0,15.0,9.0
11701,Opinion,5074824758,47,my impression is that chihuahuas have the largest brain among dogs,not verified,active,7345.0,2885.0,1061.0,44.0,10.0,15.0,9.0
11702,Opinion,9100673590,9,my impression is that elephants will console each other during stressful situations,verified,active,4244.0,1787.0,94.0,40.0,14.0,15.0,9.0
11703,Opinion,5686263410,56,my impression is that china owns all of the pandas in the world,not verified,active,1659.0,212.0,30.0,1.0,0.0,15.0,9.0
11704,Opinion,5146124343,23,my impression is that antarctica is the only continent without any reptiles or snakes,not verified,active,5295.0,2052.0,197.0,10.0,4.0,15.0,9.0
11705,Opinion,7131322387,15,my impression is that australia has the most number of venomous snakes worldwide,not verified,active,359.0,70.0,1.0,0.0,0.0,15.0,9.0
11706,Opinion,6780318483,16,my impression is that artificial banana flavoring is based on an extinct banana type,not verified,active,6445.0,2077.0,356.0,49.0,18.0,15.0,9.0
11707,Opinion,3315508789,12,my impression is that people donвЂ™t sneeze in their sleep,not verified,under review,3375.0,1163.0,119.0,13.0,1.0,15.0,9.0
11708,Opinion,1672909780,19,"""my impression is that your heart beats 100","000 times a day""",not verified,9935.5,8457.0,443.0,94.0,9.0,1.0,9.0
11709,Opinion,5153124839,41,my impression is that j is the only letter that doesnвЂ™t appear on the periodic table of elements,not verified,active,8979.0,1018.0,250.0,20.0,3.0,15.0,9.0
11710,Opinion,8308103333,15,"""my impression is that at birth"," baby pandas are smaller than mice""",not verified,9935.5,9126.0,2037.0,423.0,44.0,1.0,9.0
11711,Opinion,9670385881,24,my impression is that humans canвЂ™t taste food without saliva,verified,active,8011.0,3081.0,140.0,28.0,10.0,15.0,9.0
11712,Opinion,5249200218,57,my impression is that may 22nd is the least common birth date,not verified,active,8930.0,1644.0,548.0,9.0,3.0,15.0,9.0
11713,Opinion,2395371361,39,my impression is that butterflies taste with their feet,not verified,active,7937.0,3252.0,458.0,16.0,3.0,15.0,9.0
11714,Opinion,5800804106,23,my impression is that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,under review,7322.0,2569.0,341.0,43.0,5.0,15.0,9.0
11715,Opinion,3378548349,20,my impression is that the eiffel tower leans away from the sun,not verified,active,2467.0,236.0,47.0,2.0,0.0,15.0,9.0
11716,Opinion,9509575005,30,my impression is that the microwave oven was an accidental invention,not verified,active,1112.0,348.0,10.0,7.0,0.0,15.0,9.0
11717,Opinion,8470806582,43,my impression is that there are more than 24 time zones around the world,not verified,active,7447.0,850.0,324.0,5.0,1.0,15.0,9.0
11718,Opinion,4629398721,52,my impression is that sweden has the most islands of any country,not verified,active,6386.0,1040.0,93.0,20.0,7.0,15.0,9.0
11719,Opinion,9015415725,8,"""my impression is that cows have """"best friends"""" and will get stressed when separated""",not verified,active,1164.0,506.0,159.0,0.0,0.0,15.0,9.0
11720,Opinion,8383309274,5,"""my impression is that one type of parrot", kea parrots," laugh together when they're in a good mood""",9935.5,5012.0,3634.0,13.0,1.0,0.0,0.0
11721,Opinion,2879282503,17,"""my impression is that in japan"," its considered good luck when a sumo wrestler makes your baby cry""",not verified,9935.5,5115.0,665.0,136.0,5.0,1.0,9.0
11722,Opinion,2574702710,29,my impression is that only one-fourth of the sahara desert is sandy,not verified,active,4068.0,424.0,21.0,4.0,1.0,15.0,9.0
11723,Opinion,9598955358,28,my impression is that bees can fly higher than mount everest,not verified,active,6548.0,1669.0,228.0,8.0,0.0,15.0,9.0
11724,Opinion,7227453217,19,my impression is that the eiffel tower gets taller during the summer,not verified,active,3222.0,42.0,4.0,1.0,0.0,15.0,9.0
11725,Opinion,7636745225,44,my impression is that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,2020.0,250.0,14.0,1.0,0.0,15.0,9.0
11726,Opinion,4787087293,27,my impression is that buttermilk does not contain any butter,not verified,active,7247.0,1734.0,269.0,34.0,5.0,15.0,9.0
11727,Opinion,5481574271,6,my impression is that the continental tectonic plates move at the same rate that fingernails grow,verified,active,3785.0,499.0,42.0,6.0,0.0,15.0,9.0
11728,Opinion,6576940704,35,my impression is that most children in the world are born on a thursday,not verified,active,4991.0,172.0,55.0,2.0,0.0,15.0,9.0
11729,Opinion,7492997900,51,my impression is that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,3329.0,1108.0,348.0,1.0,0.0,15.0,9.0
11730,Opinion,9134016908,7,my impression is that human eyeballs do not grow or change their size as they age,not verified,active,8513.0,3770.0,801.0,44.0,13.0,15.0,9.0
11731,Opinion,1840012846,36,my impression is that outerspace partly smells like diesel fuel and barbeque,verified,active,1815.0,674.0,74.0,9.0,1.0,15.0,9.0
11732,Opinion,5869078915,23,my impression is that leeches were historically used to predict the weather,not verified,active,8789.0,2093.0,794.0,20.0,7.0,15.0,9.0
11733,Opinion,9656716838,54,my impression is that melting glaciers make fizzy noises,not verified,active,3658.0,1583.0,144.0,24.0,1.0,15.0,9.0
11734,Opinion,1336246287,43,my impression is that cold water is just as cleansing as hot water,not verified,active,7618.0,307.0,110.0,6.0,1.0,15.0,9.0
11735,Opinion,5784907923,45,my impression is that the most successful predator is a wild dog,not verified,active,1562.0,128.0,42.0,1.0,0.0,15.0,9.0
11736,Opinion,4693038971,12,my impression is that losing weight alters brain activity,not verified,active,404.0,25.0,9.0,0.0,0.0,15.0,9.0
11737,Opinion,2831391524,9,my impression is that the folds in a chefвЂ™s hat represents the number of ways that someone can cook an egg,not verified,active,6452.0,177.0,3.0,4.0,1.0,15.0,9.0
11738,Opinion,2486397975,44,my impression is that cactus spines can be used to make hooks,not verified,active,4814.0,1941.0,392.0,24.0,9.0,15.0,9.0
11739,Opinion,6709461979,20,my impression is that more people speak english as their second language than those who use it as their primary language,not verified,active,3972.0,277.0,48.0,6.0,1.0,15.0,9.0
11740,Opinion,4906222069,15,my impression is that cats can't taste sweet flavors,verified,active,2710.0,961.0,322.0,4.0,2.0,15.0,9.0
11741,Opinion,8818194679,29,my impression is that bananas get their curved shape by growing towards the sun,not verified,active,5049.0,1282.0,280.0,21.0,5.0,15.0,9.0
11742,Opinion,7927100606,16,my impression is that a man once set a record by putting on over 260 t-shirts,not verified,active,6106.0,132.0,8.0,2.0,1.0,15.0,9.0
11743,Opinion,4686263338,35,my impression is that the roar of a lion can be heard up to 5 miles away,not verified,active,7393.0,1360.0,470.0,28.0,1.0,15.0,9.0
11744,Opinion,6867142197,22,my impression is that baby octopuses are the size of a flea,not verified,active,5057.0,1233.0,136.0,10.0,1.0,15.0,9.0
11745,Opinion,4516799006,56,my impression is that violin bows are made from horsehair,not verified,active,23.0,7.0,2.0,0.0,0.0,15.0,9.0
11746,Opinion,8632516062,48,my impression is that flossing your teeth improves memory,not verified,under review,5454.0,1176.0,326.0,19.0,7.0,15.0,9.0
11747,Opinion,3231104031,5,my impression is that 12 plants and 5 animals make up 75% of diets around the world,not verified,under review,4164.0,1763.0,245.0,31.0,3.0,15.0,9.0
11748,Opinion,8416778120,49,my impression is that the insect population of the world is 1 billion times more than the world population,not verified,active,7773.0,1791.0,269.0,17.0,7.0,15.0,9.0
11749,Opinion,7235574492,46,my impression is that you can fit about 400 grapevines in one acre of land,not verified,active,3984.0,335.0,64.0,6.0,1.0,15.0,9.0
11750,Opinion,2088134984,17,my impression is that the town of calama in chile has never experienced rain,not verified,active,5092.0,1264.0,105.0,9.0,1.0,15.0,9.0
11751,Opinion,2977745510,13,my impression is that redwoods are the tallest trees,not verified,active,848.0,16.0,1.0,0.0,0.0,15.0,9.0
11752,Opinion,3504594450,51,my impression is that strawberries are the only known fruit to grow their seeds externally,verified,active,5319.0,987.0,392.0,8.0,1.0,15.0,9.0
11753,Opinion,1931871563,58,my feeling is that we will all fly with individual jetpacks by 2032,not verified,active,305.0,18.0,6.0,0.0,0.0,15.0,9.0
11754,Opinion,4754747236,17,my feeling is that drone deliveries are already happening and will become common by 2025,not verified,active,3381.0,913.0,132.0,3.0,0.0,15.0,9.0
11755,Opinion,9772633500,9,my feeling is that new elements have been discovered outside the periodic table,not verified,active,5349.0,2119.0,579.0,11.0,2.0,15.0,9.0
11756,Opinion,8625081014,14,my feeling is that earth days are getting longer over time due to orbital expansion,not verified,active,3599.0,323.0,19.0,8.0,3.0,15.0,9.0
11757,Opinion,3242467077,41,my feeling is that there are 7100+ islands in the philippines,not verified,active,6328.0,250.0,8.0,1.0,0.0,15.0,9.0
11758,Opinion,2780402689,36,my feeling is that yellowstone national park is home to a supervolcano,not verified,active,8814.0,3309.0,1056.0,56.0,16.0,15.0,9.0
11759,Opinion,9588784776,41,my feeling is that bangkok's full name has 163 letters,not verified,active,6679.0,2220.0,351.0,34.0,1.0,15.0,9.0
11760,Opinion,9135349066,29,my feeling is that canada has the most lakes in the world,not verified,active,6271.0,38.0,1.0,1.0,0.0,15.0,9.0
11761,Opinion,3736171931,40,my feeling is that the rubik's cube is the best-selling product of all time,verified,active,5846.0,1335.0,292.0,5.0,0.0,15.0,9.0
11762,Opinion,3787732914,18,my feeling is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,verified,active,167.0,14.0,5.0,0.0,0.0,15.0,9.0
11763,Opinion,8905533066,16,my feeling is that mobile phone use in india is nearly 100%,verified,active,9875.0,3036.0,609.0,66.0,20.0,15.0,9.0
11764,Opinion,1347982147,20,my feeling is that more businesses will be owned by women than men by 2045,not verified,active,318.0,58.0,15.0,1.0,0.0,15.0,9.0
11765,Opinion,1490524103,12,my feeling is that 1 billion cars are currently in use around the world,not verified,active,7229.0,299.0,32.0,7.0,1.0,15.0,9.0
11766,Opinion,3769997452,23,my feeling is that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,4909.0,1486.0,34.0,4.0,1.0,15.0,9.0
11767,Opinion,5521593981,36,my feeling is that it would take less than a month to get to the moon by car at 60mph,not verified,active,9686.0,548.0,55.0,0.0,0.0,15.0,9.0
11768,Opinion,2011292888,12,my feeling is that windshield wipers were invented in 1905,not verified,active,3229.0,258.0,36.0,2.0,1.0,15.0,9.0
11769,Opinion,6837716454,30,my feeling is that 90% of drivers admit to singing in the car,not verified,active,6125.0,506.0,21.0,1.0,0.0,15.0,9.0
11770,Opinion,4069014329,11,my feeling is that the automotive industry employs about 9.9 million americans,verified,active,3059.0,231.0,79.0,1.0,0.0,15.0,9.0
11771,Opinion,8940759269,52,my feeling is that the oldest playable musical instruments were found in china,not verified,active,1192.0,458.0,128.0,9.0,1.0,15.0,9.0
11772,Opinion,3660645068,5,my feeling is that the earliest playable recording of a person singing was recorded in 1860,verified,active,3301.0,1165.0,259.0,15.0,5.0,15.0,9.0
11773,Opinion,4385876144,25,my feeling is that elvis presley has sold more records than the music band the beatles,not verified,active,1604.0,438.0,123.0,7.0,1.0,15.0,9.0
11774,Opinion,3217514105,52,"""my feeling is that the voyager spacecrafts have carried a recording of chuck berry's """"johnny b. goode"""" out of our solar system""",not verified,active,8222.0,1371.0,7.0,26.0,3.0,15.0,9.0
11775,Opinion,7294930040,26,my feeling is that the band metallica is the first and only group to play on all seven continents,not verified,active,4649.0,1500.0,103.0,11.0,3.0,15.0,9.0
11776,Opinion,4201401200,10,"""my feeling is that the best selling single of all time is """"white christmas"""" by bing crosby""",not verified,active,9130.0,2362.0,691.0,12.0,2.0,15.0,9.0
11777,Opinion,2941276078,42,my feeling is that the harmonica is the best selling musical instrument,not verified,active,4762.0,1060.0,212.0,22.0,6.0,15.0,9.0
11778,Opinion,6119803502,41,my feeling is that the musical artist prince played 27 different instruments on his debut album,not verified,active,6109.0,1597.0,353.0,7.0,2.0,15.0,9.0
11779,Opinion,8383952060,8,"""my feeling is that 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,5051.0,1788.0,425.0,37.0,13.0,9.0
11780,Opinion,2460193221,37,my feeling is that singapore has the fastest internet connectivity in the world.,not verified,under review,7003.0,1017.0,154.0,4.0,1.0,15.0,9.0
11781,Opinion,8043642216,20,my feeling is that half of retail purchases are now made through a mobile device,not verified,active,7560.0,19.0,4.0,0.0,0.0,15.0,9.0
11782,Opinion,3926531560,25,my feeling is that the world generates 2.5 quintillion bytes of data every day,not verified,active,8625.0,1921.0,87.0,20.0,4.0,15.0,9.0
11783,Opinion,1618288164,40,my feeling is that the most watched summer olympics event for the past 20 years has been gymnastics,verified,active,3414.0,1262.0,408.0,17.0,3.0,15.0,9.0
11784,Opinion,8440024537,41,my feeling is that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,2567.0,950.0,210.0,21.0,3.0,15.0,9.0
11785,Opinion,7505134751,12,my feeling is that kite flying is a professional sport in thailand.,not verified,active,7254.0,2017.0,105.0,15.0,5.0,15.0,9.0
11786,Opinion,2772611049,5,"""my feeling is that at the first modern olympics"," winners were awarded silver medals""",not verified,9935.5,2982.0,455.0,167.0,4.0,2.0,9.0
11787,Opinion,8658834863,11,my feeling is that indiaвЂ™s trains transport roughly 23 million passengers each day,not verified,under review,8603.0,3088.0,1112.0,42.0,7.0,15.0,9.0
11788,Opinion,1463388073,60,my feeling is that the first cruise ship set sail in 1900,not verified,banned,8760.0,1530.0,385.0,21.0,6.0,15.0,9.0
11789,Opinion,1836030807,47,"""my feeling is that the city with the largest bus network in the world is jakarta"," indonesia""",not verified,9935.5,9067.0,770.0,153.0,13.0,2.0,9.0
11790,Opinion,9896851894,42,my feeling is that the cheetah is the fastest land animal on earth,not verified,active,6436.0,2470.0,371.0,4.0,1.0,15.0,9.0
11791,Opinion,7308774204,31,my feeling is that an octopus has three hearts,not verified,active,3382.0,431.0,159.0,11.0,4.0,15.0,9.0
11792,Opinion,3631761596,57,my feeling is that adult cats only meow to humans,not verified,active,3177.0,1125.0,429.0,3.0,0.0,15.0,9.0
11793,Opinion,1709597944,30,my feeling is that koalas sleep up to 22 hours per day,not verified,active,5569.0,2000.0,770.0,16.0,4.0,15.0,9.0
11794,Opinion,8831594914,52,my feeling is that some sharks can glow in the dark,not verified,active,1683.0,11.0,0.0,0.0,0.0,15.0,9.0
11795,Opinion,3503030585,54,my feeling is that footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,active,7414.0,347.0,67.0,3.0,1.0,15.0,9.0
11796,Opinion,3279438349,21,my feeling is that it would take 258 earth days to drive around one of saturnвЂ™s rings at a speed of 75 mph,not verified,active,5922.0,1815.0,44.0,29.0,10.0,15.0,9.0
11797,Opinion,7862639409,24,my feeling is that it snows metal and rains acid on venus,not verified,under review,6146.0,2123.0,379.0,17.0,6.0,15.0,9.0
